cards,upcard,total,soft,natural,optimal_actions,deal_probability,pre_value,post_value,pre_stand,pre_hit,pre_double,pre_split,post_stand,post_hit,post_double,post_split
"1,5",8,16,True,False,hit,0.0009103322712790169,-0.06679484792009416,-0.06679484792009416,-0.5105175154976173,-0.06679484792009416,-0.31444090236733896,,-0.5105175154976173,-0.06679484792009416,-0.31444090236733896,
"1,5",9,16,True,False,hit,0.0009103322712790169,-0.14864353463007476,-0.14864353463007476,-0.5431496811311094,-0.14864353463007476,-0.4563669632837084,,-0.5431496811311094,-0.14864353463007476,-0.4563669632837084,
"1,5",10,16,True,False,hit,0.0036413290851160674,-0.268407160028322,-0.20744109003068212,-0.5757818467646016,-0.268407160028322,-0.5514109122292086,,-0.5404303339949851,-0.20744109003068212,-0.5140284882483093,
"1,6",1,17,True,False,hit,0.0009103322712790169,-0.43200956370244276,-0.17956936979241733,-0.6386385596117411,-0.43200956370244276,-0.6795985930902941,,-0.4780334749947371,-0.17956936979241733,-0.5371979677970915,
"1,6",2,17,True,False,hit,0.0009103322712790169,-0.0004910435828891727,-0.0004910435828891727,-0.15297458768154204,-0.0004910435828891727,-0.007042662741569001,,-0.15297458768154204,-0.0004910435828891727,-0.007042662741569001,
"1,6",3,17,True,False,double,0.0009103322712790169,0.05509528447929838,0.05509528447929838,-0.11721624142457363,0.028975282965620495,0.05509528447929838,,-0.11721624142457363,0.028975282965620495,0.05509528447929838,
"1,6",4,17,True,False,double,0.0009103322712790169,0.11865255067432869,0.11865255067432869,-0.08057337314531614,0.05932627533716434,0.11865255067432869,,-0.08057337314531614,0.05932627533716434,0.11865255067432869,
"1,6",5,17,True,False,double,0.0009103322712790169,0.18237815537354857,0.18237815537354857,-0.04494137556492456,0.09118907768677428,0.18237815537354857,,-0.04494137556492456,0.09118907768677428,0.18237815537354857,
"1,6",6,17,True,False,double,0.0009103322712790169,0.256104287290998,0.256104287290998,0.011739160673341858,0.128052143645499,0.256104287290998,,0.011739160673341858,0.128052143645499,0.256104287290998,
"1,6",7,17,True,False,hit,0.0009103322712790169,0.0538234637161166,0.0538234637161166,-0.10680898948269474,0.0538234637161166,-0.013758105957502233,,-0.10680898948269474,0.0538234637161166,-0.013758105957502233,
"1,6",8,17,True,False,hit,0.0009103322712790169,-0.07291539872964217,-0.07291539872964217,-0.3819509710484473,-0.07291539872964217,-0.2551024972369528,,-0.3819509710484473,-0.07291539872964217,-0.2551024972369528,
"1,6",9,17,True,False,hit,0.0009103322712790169,-0.14978689218213329,-0.14978689218213329,-0.4231542396452174,-0.14978689218213329,-0.40098445182868137,,-0.4231542396452174,-0.14978689218213329,-0.40098445182868137,
"1,6",10,17,True,False,hit,0.0036413290851160674,-0.2586464396002782,-0.19686697623363475,-0.4643575082419876,-0.2586464396002782,-0.4999842944495405,,-0.4197206339288199,-0.19686697623363475,-0.45831631898700226,
"1,7",1,18,True,False,hit,0.0009103322712790169,-0.37203226353258123,-0.09293549176928402,-0.3770607600399012,-0.37203226353258123,-0.5588703779032911,,-0.10019887561319059,-0.09293549176928402,-0.36281276808253154,
"1,7",2,18,True,False,stand,0.0009103322712790169,0.12174190222088768,0.12174190222088768,0.12174190222088768,0.0629050694715177,0.11974956336724472,,0.12174190222088768,0.0629050694715177,0.11974956336724472,
"1,7",3,18,True,False,double,0.0009103322712790169,0.1776412756789375,0.1776412756789375,0.14830007284131116,0.09024827856544006,0.1776412756789375,,0.14830007284131116,0.09024827856544006,0.1776412756789375,
"1,7",4,18,True,False,double,0.0009103322712790169,0.2370038477556216,0.2370038477556216,0.17585443719748522,0.1185019238778108,0.2370038477556216,,0.17585443719748522,0.1185019238778108,0.2370038477556216,
"1,7",5,18,True,False,double,0.0009103322712790169,0.29522549562328776,0.29522549562328776,0.19956119497617703,0.14761274781164388,0.29522549562328776,,0.19956119497617703,0.14761274781164388,0.29522549562328776,
"1,7",6,18,True,False,double,0.0009103322712790169,0.38150648207879334,0.38150648207879334,0.2834439160468985,0.19075324103939667,0.38150648207879334,,0.2834439160468985,0.19075324103939667,0.38150648207879334,
"1,7",7,18,True,False,stand,0.0009103322712790169,0.39955416733655175,0.39955416733655175,0.39955416733655175,0.17067649990517347,0.21994796642061154,,0.39955416733655175,0.17067649990517347,0.21994796642061154,
"1,7",8,18,True,False,stand,0.0009103322712790169,0.10595134861912354,0.10595134861912354,0.10595134861912354,0.03967744427056648,-0.029916811236535494,,0.10595134861912354,0.03967744427056648,-0.029916811236535494,
