split_card,drawn_card,upcard,optimal_actions,stand,hit,double,value
4,3,7,hit,-0.47537518327693334,-0.06880779958042782,-0.5893358856630299,-0.06880779958042782
4,3,8,hit,-0.5105175154976173,-0.21060476872434974,-0.8470757937777852,-0.21060476872434974
4,3,9,hit,-0.5431496811311094,-0.2853654404868766,-0.957073502200489,-0.2853654404868766
4,3,10,hit,-0.5404303339949851,-0.31905479139833853,-0.9508656063802539,-0.31905479139833853
4,4,1,hit,-0.6669507746855103,-0.19702881057416358,-0.810745950227341,-0.19702881057416358
4,4,2,hit,-0.29278372720927737,-0.02179818800880571,-0.20449052049882196,-0.02179818800880571
4,4,3,hit,-0.25225022923571355,0.008005262530654663,-0.13621609509408678,0.008005262530654663
4,4,4,hit,-0.21106310899491437,0.03878447327720879,-0.06637207115265836,0.03878447327720879
4,4,5,hit,-0.16719266083547535,0.07080463598303369,0.003456443484975325,0.07080463598303369
4,4,6,hit,-0.15369901583000453,0.11496015009622318,0.08701519812895744,0.11496015009622318
4,4,7,hit,-0.47537518327693334,0.08220743936374282,-0.1877295549725523,0.08220743936374282
4,4,8,hit,-0.5105175154976173,-0.05989827565865634,-0.4519868487336276,-0.05989827565865634
4,4,9,hit,-0.5431496811311094,-0.21018633199821765,-0.7185013349521747,-0.21018633199821765
4,4,10,hit,-0.5404303339949851,-0.24937508055334265,-0.7465876524221282,-0.24937508055334265
4,5,1,hit,-0.6669507746855103,-0.06568077877806619,-0.4329113508457944,-0.06568077877806619
4,5,2,hit,-0.29278372720927737,0.0744460375763405,0.061118503166596935,0.0744460375763405
4,5,3,double,-0.25225022923571355,0.10126470173887674,0.12081635332999653,0.12081635332999653
4,5,4,double,-0.21106310899491437,0.12898088119574175,0.1819489340524216,0.1819489340524216
4,5,5,double,-0.16719266083547535,0.1580318562665172,0.24305722487303605,0.24305722487303605
4,5,6,double,-0.15369901583000453,0.19601883925727873,0.3170547457016668,0.3170547457016668
4,5,7,hit,-0.47537518327693334,0.1718678599369526,0.10425035196048571,0.1718678599369526
4,5,8,hit,-0.5105175154976173,0.09837621743539247,-0.02644228964866949,0.09837621743539247
4,5,9,hit,-0.5431496811311094,-0.052178053462651745,-0.3009956590809824,-0.052178053462651745
4,5,10,hit,-0.5404303339949851,-0.1529529848745508,-0.46670671382825935,-0.1529529848745508
4,6,1,hit,-0.6669507746855103,0.08144970794527591,-0.01404236865341169,0.08144970794527591
4,6,2,double,-0.29278372720927737,0.18249999400904487,0.3589394124422991,0.3589394124422991
4,6,3,double,-0.25225022923571355,0.20608797581394087,0.40932067017593915,0.40932067017593915
4,6,4,double,-0.21106310899491437,0.23047012189717692,0.46094024379435383,0.46094024379435383
4,6,5,double,-0.16719266083547535,0.25625855450163376,0.5125171090032675,0.5125171090032675
4,6,6,double,-0.15369901583000453,0.28779508429888423,0.5755901685977685,0.5755901685977685
4,6,7,double,-0.47537518327693334,0.2569087443360865,0.39241245528243757,0.39241245528243757
4,6,8,double,-0.5105175154976173,0.19795370833197604,0.2866357168862836,0.2866357168862836
4,6,9,double,-0.5431496811311094,0.11652959106928386,0.1443283683807711,0.1443283683807711
4,6,10,hit,-0.5404303339949851,0.0253085230408681,-0.008658688034544837,0.0253085230408681
4,7,1,hit,-0.6669507746855103,0.14300128216153024,0.10906077977909696,0.14300128216153024
4,7,2,double,-0.29278372720927737,0.23835074945762974,0.47064092333946883,0.47064092333946883
4,7,3,double,-0.25225022923571355,0.26032526728707966,0.5177952531222166,0.5177952531222166
4,7,4,double,-0.21106310899491437,0.2830202752089879,0.5660405504179759,0.5660405504179759
4,7,5,double,-0.16719266083547535,0.30734950895451385,0.6146990179090277,0.6146990179090277
4,7,6,double,-0.15369901583000453,0.33369004745378467,0.6673800949075693,0.6673800949075693
4,7,7,double,-0.47537518327693334,0.2921469911270131,0.4628889488642907,0.4628889488642907
4,7,8,double,-0.5105175154976173,0.2299821453239917,0.3506925908703149,0.3506925908703149
4,7,9,double,-0.5431496811311094,0.1582571184551257,0.22778342315245476,0.22778342315245476
4,7,10,double,-0.5404303339949851,0.11948223076371356,0.17968872741114608,0.17968872741114608
4,8,1,hit,-0.6669507746855103,-0.35054034044008003,-0.8293439370786727,-0.35054034044008003
4,8,2,hit,-0.29278372720927737,-0.2533899859666381,-0.5067799719332762,-0.2533899859666381
4,8,3,hit,-0.25225022923571355,-0.23369089979808663,-0.46738179959617326,-0.23369089979808663
4,8,4,stand,-0.21106310899491437,-0.21353655324507698,-0.42707310649015395,-0.21106310899491437
4,8,5,stand,-0.16719266083547535,-0.19327116942628347,-0.38654233885256695,-0.16719266083547535
4,8,6,stand,-0.15369901583000453,-0.17052619990757956,-0.3410523998151591,-0.15369901583000453
4,8,7,hit,-0.47537518327693334,-0.2128477145173143,-0.5067116210767303,-0.2128477145173143
4,8,8,hit,-0.5105175154976173,-0.27157480502428616,-0.6156608928303438,-0.27157480502428616
4,8,9,hit,-0.5431496811311094,-0.3400132806089356,-0.7375056210491795,-0.3400132806089356
4,8,10,hit,-0.5404303339949851,-0.38104299284808774,-0.7968405904052415,-0.38104299284808774
4,9,1,hit,-0.6669507746855103,-0.39693031612293145,-0.8805822794347481,-0.39693031612293145
4,9,2,stand,-0.29278372720927737,-0.30779123771977057,-0.6155824754395411,-0.29278372720927737
4,9,3,stand,-0.25225022923571355,-0.29121011293380095,-0.5824202258676019,-0.25225022923571355
4,9,4,stand,-0.21106310899491437,-0.2742240063993143,-0.5484480127986286,-0.21106310899491437
4,9,5,stand,-0.16719266083547535,-0.2573332724389392,-0.5146665448778784,-0.16719266083547535
4,9,6,stand,-0.15369901583000453,-0.23562627561296381,-0.47125255122592763,-0.15369901583000453
4,9,7,hit,-0.47537518327693334,-0.2690728777660775,-0.5874231313418175,-0.2690728777660775
4,9,8,hit,-0.5105175154976173,-0.32360517609398004,-0.6909658904460949,-0.32360517609398004
4,9,9,hit,-0.5431496811311094,-0.38715518913686875,-0.8077902854905473,-0.38715518913686875
4,9,10,hit,-0.5404303339949851,-0.4252542076446529,-0.8675436159444746,-0.4252542076446529
4,10,1,hit,-0.6669507746855103,-0.44000672211415065,-0.9318206217908234,-0.44000672211415065
4,10,2,stand,-0.29278372720927737,-0.3621924894729031,-0.7243849789458062,-0.29278372720927737
4,10,3,stand,-0.25225022923571355,-0.3487293260695153,-0.6974586521390306,-0.25225022923571355
4,10,4,stand,-0.21106310899491437,-0.33491145955355167,-0.6698229191071033,-0.21106310899491437
4,10,5,stand,-0.16719266083547535,-0.32139537545159497,-0.6427907509031899,-0.16719266083547535
4,10,6,stand,-0.15369901583000453,-0.3007263513183481,-0.6014527026366961,-0.15369901583000453
4,10,7,hit,-0.47537518327693334,-0.32128195792564346,-0.6681346416069046,-0.32128195792564346
4,10,8,hit,-0.5105175154976173,-0.37191909208726714,-0.7662708880618461,-0.37191909208726714
4,10,9,hit,-0.5431496811311094,-0.4309298184842353,-0.878074949931915,-0.4309298184842353
4,10,10,hit,-0.5404303339949851,-0.4663074785271777,-0.9382466414837076,-0.4663074785271777
5,1,1,hit,-0.6669507746855103,-0.16563717206687348,-0.6243905676543714,-0.16563717206687348
5,1,2,hit,-0.29278372720927737,-0.021025187774008636,-0.07156995790821606,-0.021025187774008636
5,1,3,hit,-0.25225022923571355,0.009059095346910828,-0.00722809451045851,0.009059095346910828
5,1,4,double,-0.21106310899491437,0.03997477079360171,0.05842651874374489,0.05842651874374489
5,1,5,double,-0.16719266083547535,0.07344881595139324,0.12595448524867897,0.12595448524867897
5,1,6,double,-0.15369901583000453,0.0988212554502773,0.17974820582791504,0.17974820582791504
5,1,7,hit,-0.47537518327693334,-0.004890157173015932,-0.1838655800163816,-0.004890157173015932
5,1,8,hit,-0.5105175154976173,-0.06679484792009416,-0.31444090236733896,-0.06679484792009416
5,1,9,hit,-0.5431496811311094,-0.14864353463007476,-0.4563669632837084,-0.14864353463007476
5,1,10,hit,-0.5404303339949851,-0.20744109003068212,-0.5140284882483093,-0.20744109003068212
5,2,1,hit,-0.6669507746855103,-0.310071650331637,-1.130452149704034,-0.310071650331637
5,2,2,hit,-0.29278372720927737,-0.10918342786661638,-0.43575788710453833,-0.10918342786661638
5,2,3,hit,-0.25225022923571355,-0.07658298190446361,-0.3597794964219526,-0.07658298190446361
5,2,4,hit,-0.21106310899491437,-0.04302179400434189,-0.2822990657450914,-0.04302179400434189
5,2,5,hit,-0.16719266083547535,-0.007271360902941012,-0.2027300913795883,-0.007271360902941012
5,2,6,hit,-0.15369901583000453,0.029185342353860846,-0.13833716429227233,0.029185342353860846
5,2,7,hit,-0.47537518327693334,-0.06880779958042782,-0.5893358856630299,-0.06880779958042782
5,2,8,hit,-0.5105175154976173,-0.21060476872434974,-0.8470757937777852,-0.21060476872434974
5,2,9,hit,-0.5431496811311094,-0.2853654404868766,-0.957073502200489,-0.2853654404868766
5,2,10,hit,-0.5404303339949851,-0.31905479139833853,-0.9508656063802539,-0.31905479139833853
5,3,1,hit,-0.6669507746855103,-0.19702881057416358,-0.810745950227341,-0.19702881057416358
5,3,2,hit,-0.29278372720927737,-0.02179818800880571,-0.20449052049882196,-0.02179818800880571
5,3,3,hit,-0.25225022923571355,0.008005262530654663,-0.13621609509408678,0.008005262530654663
5,3,4,hit,-0.21106310899491437,0.03878447327720879,-0.06637207115265836,0.03878447327720879
5,3,5,hit,-0.16719266083547535,0.07080463598303369,0.003456443484975325,0.07080463598303369
5,3,6,hit,-0.15369901583000453,0.11496015009622318,0.08701519812895744,0.11496015009622318
5,3,7,hit,-0.47537518327693334,0.08220743936374282,-0.1877295549725523,0.08220743936374282
5,3,8,hit,-0.5105175154976173,-0.05989827565865634,-0.4519868487336276,-0.05989827565865634
5,3,9,hit,-0.5431496811311094,-0.21018633199821765,-0.7185013349521747,-0.21018633199821765
5,3,10,hit,-0.5404303339949851,-0.24937508055334265,-0.7465876524221282,-0.24937508055334265
5,4,1,hit,-0.6669507746855103,-0.06568077877806619,-0.4329113508457944,-0.06568077877806619
5,4,2,hit,-0.29278372720927737,0.0744460375763405,0.061118503166596935,0.0744460375763405
5,4,3,double,-0.25225022923571355,0.10126470173887674,0.12081635332999653,0.12081635332999653
5,4,4,double,-0.21106310899491437,0.12898088119574175,0.1819489340524216,0.1819489340524216
5,4,5,double,-0.16719266083547535,0.1580318562665172,0.24305722487303605,0.24305722487303605
5,4,6,double,-0.15369901583000453,0.19601883925727873,0.3170547457016668,0.3170547457016668
5,4,7,hit,-0.47537518327693334,0.1718678599369526,0.10425035196048571,0.1718678599369526
5,4,8,hit,-0.5105175154976173,0.09837621743539247,-0.02644228964866949,0.09837621743539247
5,4,9,hit,-0.5431496811311094,-0.052178053462651745,-0.3009956590809824,-0.052178053462651745
5,4,10,hit,-0.5404303339949851,-0.1529529848745508,-0.46670671382825935,-0.1529529848745508
5,5,1,hit,-0.6669507746855103,0.08144970794527591,-0.01404236865341169,0.08144970794527591
5,5,2,double,-0.29278372720927737,0.18249999400904487,0.3589394124422991,0.3589394124422991
5,5,3,double,-0.25225022923571355,0.20608797581394087,0.40932067017593915,0.40932067017593915
5,5,4,double,-0.21106310899491437,0.23047012189717692,0.46094024379435383,0.46094024379435383
5,5,5,double,-0.16719266083547535,0.25625855450163376,0.5125171090032675,0.5125171090032675
5,5,6,double,-0.15369901583000453,0.28779508429888423,0.5755901685977685,0.5755901685977685
5,5,7,double,-0.47537518327693334,0.2569087443360865,0.39241245528243757,0.39241245528243757
5,5,8,double,-0.5105175154976173,0.19795370833197604,0.2866357168862836,0.2866357168862836
5,5,9,double,-0.5431496811311094,0.11652959106928386,0.1443283683807711,0.1443283683807711
5,5,10,hit,-0.5404303339949851,0.0253085230408681,-0.008658688034544837,0.0253085230408681
5,6,1,hit,-0.6669507746855103,0.14300128216153024,0.10906077977909696,0.14300128216153024
5,6,2,double,-0.29278372720927737,0.23835074945762974,0.47064092333946883,0.47064092333946883
5,6,3,double,-0.25225022923571355,0.26032526728707966,0.5177952531222166,0.5177952531222166
5,6,4,double,-0.21106310899491437,0.2830202752089879,0.5660405504179759,0.5660405504179759
5,6,5,double,-0.16719266083547535,0.30734950895451385,0.6146990179090277,0.6146990179090277
5,6,6,double,-0.15369901583000453,0.33369004745378467,0.6673800949075693,0.6673800949075693
5,6,7,double,-0.47537518327693334,0.2921469911270131,0.4628889488642907,0.4628889488642907
5,6,8,double,-0.5105175154976173,0.2299821453239917,0.3506925908703149,0.3506925908703149
5,6,9,double,-0.5431496811311094,0.1582571184551257,0.22778342315245476,0.22778342315245476
5,6,10,double,-0.5404303339949851,0.11948223076371356,0.17968872741114608,0.17968872741114608
5,7,1,hit,-0.6669507746855103,-0.35054034044008003,-0.8293439370786727,-0.35054034044008003
5,7,2,hit,-0.29278372720927737,-0.2533899859666381,-0.5067799719332762,-0.2533899859666381
5,7,3,hit,-0.25225022923571355,-0.23369089979808663,-0.46738179959617326,-0.23369089979808663
5,7,4,stand,-0.21106310899491437,-0.21353655324507698,-0.42707310649015395,-0.21106310899491437
5,7,5,stand,-0.16719266083547535,-0.19327116942628347,-0.38654233885256695,-0.16719266083547535
5,7,6,stand,-0.15369901583000453,-0.17052619990757956,-0.3410523998151591,-0.15369901583000453
5,7,7,hit,-0.47537518327693334,-0.2128477145173143,-0.5067116210767303,-0.2128477145173143
5,7,8,hit,-0.5105175154976173,-0.27157480502428616,-0.6156608928303438,-0.27157480502428616
5,7,9,hit,-0.5431496811311094,-0.3400132806089356,-0.7375056210491795,-0.3400132806089356
5,7,10,hit,-0.5404303339949851,-0.38104299284808774,-0.7968405904052415,-0.38104299284808774
5,8,1,hit,-0.6669507746855103,-0.39693031612293145,-0.8805822794347481,-0.39693031612293145
5,8,2,stand,-0.29278372720927737,-0.30779123771977057,-0.6155824754395411,-0.29278372720927737
5,8,3,stand,-0.25225022923571355,-0.29121011293380095,-0.5824202258676019,-0.25225022923571355
5,8,4,stand,-0.21106310899491437,-0.2742240063993143,-0.5484480127986286,-0.21106310899491437
5,8,5,stand,-0.16719266083547535,-0.2573332724389392,-0.5146665448778784,-0.16719266083547535
5,8,6,stand,-0.15369901583000453,-0.23562627561296381,-0.47125255122592763,-0.15369901583000453
5,8,7,hit,-0.47537518327693334,-0.2690728777660775,-0.5874231313418175,-0.2690728777660775
5,8,8,hit,-0.5105175154976173,-0.32360517609398004,-0.6909658904460949,-0.32360517609398004
5,8,9,hit,-0.5431496811311094,-0.38715518913686875,-0.8077902854905473,-0.38715518913686875
5,8,10,hit,-0.5404303339949851,-0.4252542076446529,-0.8675436159444746,-0.4252542076446529
5,9,1,hit,-0.6669507746855103,-0.44000672211415065,-0.9318206217908234,-0.44000672211415065
5,9,2,stand,-0.29278372720927737,-0.3621924894729031,-0.7243849789458062,-0.29278372720927737
5,9,3,stand,-0.25225022923571355,-0.3487293260695153,-0.6974586521390306,-0.25225022923571355
5,9,4,stand,-0.21106310899491437,-0.33491145955355167,-0.6698229191071033,-0.21106310899491437
5,9,5,stand,-0.16719266083547535,-0.32139537545159497,-0.6427907509031899,-0.16719266083547535
5,9,6,stand,-0.15369901583000453,-0.3007263513183481,-0.6014527026366961,-0.15369901583000453
5,9,7,hit,-0.47537518327693334,-0.32128195792564346,-0.6681346416069046,-0.32128195792564346
5,9,8,hit,-0.5105175154976173,-0.37191909208726714,-0.7662708880618461,-0.37191909208726714
5,9,9,hit,-0.5431496811311094,-0.4309298184842353,-0.878074949931915,-0.4309298184842353
5,9,10,hit,-0.5404303339949851,-0.4663074785271777,-0.9382466414837076,-0.4663074785271777
5,10,1,hit,-0.6669507746855103,-0.4800062419631399,-0.9830589641468988,-0.4800062419631399
5,10,2,stand,-0.29278372720927737,-0.4165937412260356,-0.8331874824520712,-0.29278372720927737
5,10,3,stand,-0.25225022923571355,-0.40624853920522963,-0.8124970784104593,-0.25225022923571355
5,10,4,stand,-0.21106310899491437,-0.3955989127077891,-0.7911978254155781,-0.21106310899491437
5,10,5,stand,-0.16719266083547535,-0.3854574784642507,-0.7709149569285014,-0.16719266083547535
5,10,6,stand,-0.15369901583000453,-0.36582642702373236,-0.7316528540474647,-0.15369901583000453
5,10,7,hit,-0.47537518327693334,-0.36976181807381175,-0.7488461518719918,-0.36976181807381175
5,10,8,hit,-0.5105175154976173,-0.41678201408103377,-0.8415758856775972,-0.41678201408103377
5,10,9,hit,-0.5431496811311094,-0.4715776885925042,-0.9483596143732829,-0.4715776885925042
5,10,10,hit,-0.5404303339949851,-0.5044283729180936,-1.0089496670229408,-0.5044283729180936
6,1,1,hit,-0.4780334749947371,-0.17956936979241733,-0.5371979677970915,-0.17956936979241733
6,1,2,hit,-0.15297458768154204,-0.0004910435828891727,-0.007042662741569001,-0.0004910435828891727
6,1,3,double,-0.11721624142457363,0.028975282965620495,0.05509528447929838,0.05509528447929838
6,1,4,double,-0.08057337314531614,0.05932627533716434,0.11865255067432869,0.11865255067432869
6,1,5,double,-0.04494137556492456,0.09118907768677428,0.18237815537354857,0.18237815537354857
6,1,6,double,0.011739160673341858,0.128052143645499,0.256104287290998,0.256104287290998
6,1,7,hit,-0.10680898948269474,0.0538234637161166,-0.013758105957502233,0.0538234637161166
6,1,8,hit,-0.3819509710484473,-0.07291539872964217,-0.2551024972369528,-0.07291539872964217
6,1,9,hit,-0.4231542396452174,-0.14978689218213329,-0.40098445182868137,-0.14978689218213329
6,1,10,hit,-0.4197206339288199,-0.19686697623363475,-0.45831631898700226,-0.19686697623363475
6,2,1,hit,-0.6669507746855103,-0.19702881057416358,-0.810745950227341,-0.19702881057416358
6,2,2,hit,-0.29278372720927737,-0.02179818800880571,-0.20449052049882196,-0.02179818800880571
6,2,3,hit,-0.25225022923571355,0.008005262530654663,-0.13621609509408678,0.008005262530654663
6,2,4,hit,-0.21106310899491437,0.03878447327720879,-0.06637207115265836,0.03878447327720879
6,2,5,hit,-0.16719266083547535,0.07080463598303369,0.003456443484975325,0.07080463598303369
6,2,6,hit,-0.15369901583000453,0.11496015009622318,0.08701519812895744,0.11496015009622318
6,2,7,hit,-0.47537518327693334,0.08220743936374282,-0.1877295549725523,0.08220743936374282
6,2,8,hit,-0.5105175154976173,-0.05989827565865634,-0.4519868487336276,-0.05989827565865634
6,2,9,hit,-0.5431496811311094,-0.21018633199821765,-0.7185013349521747,-0.21018633199821765
6,2,10,hit,-0.5404303339949851,-0.24937508055334265,-0.7465876524221282,-0.24937508055334265
6,3,1,hit,-0.6669507746855103,-0.06568077877806619,-0.4329113508457944,-0.06568077877806619
6,3,2,hit,-0.29278372720927737,0.0744460375763405,0.061118503166596935,0.0744460375763405
6,3,3,double,-0.25225022923571355,0.10126470173887674,0.12081635332999653,0.12081635332999653
6,3,4,double,-0.21106310899491437,0.12898088119574175,0.1819489340524216,0.1819489340524216
6,3,5,double,-0.16719266083547535,0.1580318562665172,0.24305722487303605,0.24305722487303605
6,3,6,double,-0.15369901583000453,0.19601883925727873,0.3170547457016668,0.3170547457016668
6,3,7,hit,-0.47537518327693334,0.1718678599369526,0.10425035196048571,0.1718678599369526
6,3,8,hit,-0.5105175154976173,0.09837621743539247,-0.02644228964866949,0.09837621743539247
6,3,9,hit,-0.5431496811311094,-0.052178053462651745,-0.3009956590809824,-0.052178053462651745
6,3,10,hit,-0.5404303339949851,-0.1529529848745508,-0.46670671382825935,-0.1529529848745508
6,4,1,hit,-0.6669507746855103,0.08144970794527591,-0.01404236865341169,0.08144970794527591
6,4,2,double,-0.29278372720927737,0.18249999400904487,0.3589394124422991,0.3589394124422991
6,4,3,double,-0.25225022923571355,0.20608797581394087,0.40932067017593915,0.40932067017593915
6,4,4,double,-0.21106310899491437,0.23047012189717692,0.46094024379435383,0.46094024379435383
6,4,5,double,-0.16719266083547535,0.25625855450163376,0.5125171090032675,0.5125171090032675
6,4,6,double,-0.15369901583000453,0.28779508429888423,0.5755901685977685,0.5755901685977685
6,4,7,double,-0.47537518327693334,0.2569087443360865,0.39241245528243757,0.39241245528243757
6,4,8,double,-0.5105175154976173,0.19795370833197604,0.2866357168862836,0.2866357168862836
6,4,9,double,-0.5431496811311094,0.11652959106928386,0.1443283683807711,0.1443283683807711
6,4,10,hit,-0.5404303339949851,0.0253085230408681,-0.008658688034544837,0.0253085230408681
6,5,1,hit,-0.6669507746855103,0.14300128216153024,0.10906077977909696,0.14300128216153024
6,5,2,double,-0.29278372720927737,0.23835074945762974,0.47064092333946883,0.47064092333946883
6,5,3,double,-0.25225022923571355,0.26032526728707966,0.5177952531222166,0.5177952531222166
6,5,4,double,-0.21106310899491437,0.2830202752089879,0.5660405504179759,0.5660405504179759
6,5,5,double,-0.16719266083547535,0.30734950895451385,0.6146990179090277,0.6146990179090277
6,5,6,double,-0.15369901583000453,0.33369004745378467,0.6673800949075693,0.6673800949075693
6,5,7,double,-0.47537518327693334,0.2921469911270131,0.4628889488642907,0.4628889488642907
6,5,8,double,-0.5105175154976173,0.2299821453239917,0.3506925908703149,0.3506925908703149
6,5,9,double,-0.5431496811311094,0.1582571184551257,0.22778342315245476,0.22778342315245476
6,5,10,double,-0.5404303339949851,0.11948223076371356,0.17968872741114608,0.17968872741114608
6,6,1,hit,-0.6669507746855103,-0.35054034044008003,-0.8293439370786727,-0.35054034044008003
6,6,2,hit,-0.29278372720927737,-0.2533899859666381,-0.5067799719332762,-0.2533899859666381
6,6,3,hit,-0.25225022923571355,-0.23369089979808663,-0.46738179959617326,-0.23369089979808663
6,6,4,stand,-0.21106310899491437,-0.21353655324507698,-0.42707310649015395,-0.21106310899491437
6,6,5,stand,-0.16719266083547535,-0.19327116942628347,-0.38654233885256695,-0.16719266083547535
6,6,6,stand,-0.15369901583000453,-0.17052619990757956,-0.3410523998151591,-0.15369901583000453
6,6,7,hit,-0.47537518327693334,-0.2128477145173143,-0.5067116210767303,-0.2128477145173143
6,6,8,hit,-0.5105175154976173,-0.27157480502428616,-0.6156608928303438,-0.27157480502428616
6,6,9,hit,-0.5431496811311094,-0.3400132806089356,-0.7375056210491795,-0.3400132806089356
6,6,10,hit,-0.5404303339949851,-0.38104299284808774,-0.7968405904052415,-0.38104299284808774
6,7,1,hit,-0.6669507746855103,-0.39693031612293145,-0.8805822794347481,-0.39693031612293145
6,7,2,stand,-0.29278372720927737,-0.30779123771977057,-0.6155824754395411,-0.29278372720927737
6,7,3,stand,-0.25225022923571355,-0.29121011293380095,-0.5824202258676019,-0.25225022923571355
6,7,4,stand,-0.21106310899491437,-0.2742240063993143,-0.5484480127986286,-0.21106310899491437
6,7,5,stand,-0.16719266083547535,-0.2573332724389392,-0.5146665448778784,-0.16719266083547535
6,7,6,stand,-0.15369901583000453,-0.23562627561296381,-0.47125255122592763,-0.15369901583000453
6,7,7,hit,-0.47537518327693334,-0.2690728777660775,-0.5874231313418175,-0.2690728777660775
6,7,8,hit,-0.5105175154976173,-0.32360517609398004,-0.6909658904460949,-0.32360517609398004
6,7,9,hit,-0.5431496811311094,-0.38715518913686875,-0.8077902854905473,-0.38715518913686875
6,7,10,hit,-0.5404303339949851,-0.4252542076446529,-0.8675436159444746,-0.4252542076446529
6,8,1,hit,-0.6669507746855103,-0.44000672211415065,-0.9318206217908234,-0.44000672211415065
6,8,2,stand,-0.29278372720927737,-0.3621924894729031,-0.7243849789458062,-0.29278372720927737
6,8,3,stand,-0.25225022923571355,-0.3487293260695153,-0.6974586521390306,-0.25225022923571355
6,8,4,stand,-0.21106310899491437,-0.33491145955355167,-0.6698229191071033,-0.21106310899491437
6,8,5,stand,-0.16719266083547535,-0.32139537545159497,-0.6427907509031899,-0.16719266083547535
6,8,6,stand,-0.15369901583000453,-0.3007263513183481,-0.6014527026366961,-0.15369901583000453
6,8,7,hit,-0.47537518327693334,-0.32128195792564346,-0.6681346416069046,-0.32128195792564346
6,8,8,hit,-0.5105175154976173,-0.37191909208726714,-0.7662708880618461,-0.37191909208726714
6,8,9,hit,-0.5431496811311094,-0.4309298184842353,-0.878074949931915,-0.4309298184842353
6,8,10,hit,-0.5404303339949851,-0.4663074785271777,-0.9382466414837076,-0.4663074785271777
6,9,1,hit,-0.6669507746855103,-0.4800062419631399,-0.9830589641468988,-0.4800062419631399
6,9,2,stand,-0.29278372720927737,-0.4165937412260356,-0.8331874824520712,-0.29278372720927737
6,9,3,stand,-0.25225022923571355,-0.40624853920522963,-0.8124970784104593,-0.25225022923571355
6,9,4,stand,-0.21106310899491437,-0.3955989127077891,-0.7911978254155781,-0.21106310899491437
6,9,5,stand,-0.16719266083547535,-0.3854574784642507,-0.7709149569285014,-0.16719266083547535
6,9,6,stand,-0.15369901583000453,-0.36582642702373236,-0.7316528540474647,-0.15369901583000453
6,9,7,hit,-0.47537518327693334,-0.36976181807381175,-0.7488461518719918,-0.36976181807381175
6,9,8,hit,-0.5105175154976173,-0.41678201408103377,-0.8415758856775972,-0.41678201408103377
6,9,9,hit,-0.5431496811311094,-0.4715776885925042,-0.9483596143732829,-0.4715776885925042
6,9,10,hit,-0.5404303339949851,-0.5044283729180936,-1.0089496670229408,-0.5044283729180936
6,10,1,hit,-0.6669507746855103,-0.5171486532514871,-1.0342973065029741,-0.5171486532514871
6,10,2,stand,-0.29278372720927737,-0.47099499297916814,-0.9419899859583363,-0.29278372720927737
6,10,3,stand,-0.25225022923571355,-0.463767752340944,-0.927535504681888,-0.25225022923571355
6,10,4,stand,-0.21106310899491437,-0.4562863658620264,-0.9125727317240528,-0.21106310899491437
6,10,5,stand,-0.16719266083547535,-0.44951958147690646,-0.8990391629538129,-0.16719266083547535
6,10,6,stand,-0.15369901583000453,-0.43092650272911664,-0.8618530054582333,-0.15369901583000453
6,10,7,hit,-0.47537518327693334,-0.4147788310685395,-0.829557662137079,-0.4147788310685395
6,10,8,hit,-0.5105175154976173,-0.45844044164667425,-0.9168808832933485,-0.45844044164667425
6,10,9,hit,-0.5431496811311094,-0.5093221394073253,-1.0186442788146506,-0.5093221394073253
6,10,10,hit,-0.5404303339949851,-0.5398263462810868,-1.0796526925621737,-0.5398263462810868
7,1,1,hit,-0.10019887561319059,-0.09293549176928402,-0.36281276808253154,-0.09293549176928402
7,1,2,stand,0.12174190222088768,0.0629050694715177,0.11974956336724472,0.12174190222088768
7,1,3,double,0.14830007284131116,0.09024827856544006,0.1776412756789375,0.1776412756789375
7,1,4,double,0.17585443719748522,0.1185019238778108,0.2370038477556216,0.2370038477556216
7,1,5,double,0.19956119497617703,0.14761274781164388,0.29522549562328776,0.29522549562328776
7,1,6,double,0.2834439160468985,0.19075324103939667,0.38150648207879334,0.38150648207879334
7,1,7,stand,0.39955416733655175,0.17067649990517347,0.21994796642061154,0.39955416733655175
7,1,8,stand,0.10595134861912354,0.03967744427056648,-0.029916811236535494,0.10595134861912354
7,1,9,hit,-0.18316335667343342,-0.10074430758041528,-0.2902194289186272,-0.10074430758041528
7,1,10,hit,-0.17830123379648957,-0.14380812317405361,-0.34689198046438824,-0.14380812317405361
7,2,1,hit,-0.6669507746855103,-0.06568077877806619,-0.4329113508457944,-0.06568077877806619
7,2,2,hit,-0.29278372720927737,0.0744460375763405,0.061118503166596935,0.0744460375763405
7,2,3,double,-0.25225022923571355,0.10126470173887674,0.12081635332999653,0.12081635332999653
7,2,4,double,-0.21106310899491437,0.12898088119574175,0.1819489340524216,0.1819489340524216
7,2,5,double,-0.16719266083547535,0.1580318562665172,0.24305722487303605,0.24305722487303605
7,2,6,double,-0.15369901583000453,0.19601883925727873,0.3170547457016668,0.3170547457016668
7,2,7,hit,-0.47537518327693334,0.1718678599369526,0.10425035196048571,0.1718678599369526
7,2,8,hit,-0.5105175154976173,0.09837621743539247,-0.02644228964866949,0.09837621743539247
7,2,9,hit,-0.5431496811311094,-0.052178053462651745,-0.3009956590809824,-0.052178053462651745
7,2,10,hit,-0.5404303339949851,-0.1529529848745508,-0.46670671382825935,-0.1529529848745508
